symbol,has_fireant_ohlcv,has_vnstock_ohlcv,in_vnstock_listing_snapshot,vnstock_organ_name,listing_evidence_status,activity_status,delisted_status,snapshot_date
VFC,True,True,True,CTCP Vinafco,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VFG,True,True,True,CTCP Khử trùng Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VFR,True,True,True,CTCP Vận tải và Thuê tàu,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VFS,True,True,True,CTCP Chứng khoán Nhất Việt,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VGC,True,True,True,Tổng Công ty Viglacera - CTCP,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VGG,True,True,True,Tổng Công ty cổ phần May Việt Tiến,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VGI,True,True,True,Tổng Công ty cổ phần Đầu tư Quốc tế Viettel,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VGL,True,True,True,CTCP Mạ Kẽm Công Nghiệp Vingal - Vnsteel,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VGP,True,True,True,CTCP Cảng Rau Quả,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VGR,True,True,True,CTCP Cảng Xanh Vip,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VGS,True,True,True,CTCP Ống thép Việt - Đức VG PIPE,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VGT,True,True,True,Tập đoàn Dệt May Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VGV,True,True,True,Tổng Công ty Tư vấn Xây dựng Việt Nam - CTCP,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VHC,True,True,True,CTCP Vĩnh Hoàn,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VHD,True,True,True,CTCP Đầu tư Phát triển Nhà và Đô Thị VINAHUD,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VHE,True,True,True,CTCP Dược liệu và Thực phẩm Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VHF,True,True,True,CTCP Xây dựng và Chế biến Lương thực Vĩnh Hà,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VHG,True,True,True,CTCP Đầu tư Phát triển Việt Trung Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VHH,True,True,True,CTCP Đầu tư Kinh doanh Nhà Thành Đạt,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VHL,True,True,True,CTCP Viglacera Hạ Long,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VHM,True,True,True,CTCP Vinhomes,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VIB,True,True,True,Ngân hàng TMCP Quốc tế Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VIC,True,True,True,Tập đoàn VINGROUP - CTCP,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VID,True,True,True,CTCP Đầu tư Phát triển Thương mại Viễn Đông,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VIE,True,True,True,CTCP Công nghệ Viễn thông VITECO,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VIF,True,True,True,Tổng Công ty Lâm nghiệp Việt Nam - CTCP,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VIG,True,True,True,CTCP Chứng khoán Đầu tư tài chính Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VIM,True,True,True,CTCP Khoáng sản Viglacera,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VIN,True,True,True,CTCP Giao nhận Kho vận Ngoại Thương Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VIP,True,True,True,CTCP Vận tải Xăng dầu VIPCO,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VIR,True,True,True,CTCP Du lịch Quốc tế Vũng Tàu,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VIT,True,True,True,CTCP Viglacera Tiên Sơn,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VIW,True,True,True,Tổng Công ty Đầu tư Nước và Môi trường Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VIX,True,True,True,CTCP Chứng khoán VIX,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VJC,True,True,True,CTCP Hàng không Vietjet,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VKC,True,True,True,CTCP VKC Holdings ,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VLA,True,True,True,CTCP Đầu tư và Phát triển Công nghệ Văn Lang,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VLB,True,True,True,CTCP Xây dựng và Sản xuất Vật liệu xây dựng Biên Hòa,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VLC,True,True,True,Tổng Công ty Chăn Nuôi Việt Nam - CTCP,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VLG,True,True,True,CTCP VIMC Logistics,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VLP,True,True,True,CTCP Công trình Công cộng Vĩnh Long,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VLS,True,True,True,CTCP Sản xuất Thép Việt Long,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VLW,True,True,True,CTCP Cấp nước Vĩnh Long,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VMA,True,True,True,CTCP Công nghiệp Ô tô - Vinacomin,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VMC,True,True,True,CTCP Vimeco,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VMD,True,True,True,CTCP Y Dược phẩm Vimedimex,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VMG,True,True,True,CTCP Thương mại và Dịch vụ Dầu khí Vũng Tàu,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VMK,True,True,True,CTCP Vimarko,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VMS,True,True,True,CTCP Phát triển Hàng Hải,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VMT,True,True,True,CTCP Giao nhận Vận tải miền Trung,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VNA,True,True,True,CTCP Vận tải Biển Vinaship,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VNB,True,True,True,CTCP Sách Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VNC,True,True,True,CTCP Tập đoàn Vinacontrol,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VND,True,True,True,CTCP Chứng khoán VNDIRECT,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VNE,True,True,True,Tổng Công ty cổ phần Xây dựng Điện Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VNF,True,True,True,CTCP Vinafreight,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VNG,True,True,True,CTCP Du lịch Thành Thành Công,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VNH,True,True,True,CTCP Đầu tư Việt Việt Nhật,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VNI,True,True,True,CTCP Đầu tư Bất động sản Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VNL,True,True,True,CTCP Logistics Vinalink,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VNM,True,True,True,CTCP Sữa Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VNP,True,True,True,CTCP Nhựa Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VNR,True,True,True,Tổng Công ty cổ phần Tái Bảo hiểm Quốc gia Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VNS,True,True,True,CTCP Ánh Dương Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VNT,True,True,True,CTCP Giao nhận Vận tải Ngoại thương,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VNX,True,True,True,CTCP Quảng cáo và Hội chợ Thương mại,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VNY,True,True,True,CTCP Thuốc thú y Trung ương I,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VNZ,True,True,True,CTCP Tập đoàn VNG ,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VOS,True,True,True,CTCP Vận tải Biển Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VPA,True,True,True,CTCP Vận tải Hoá Dầu VP,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VPB,True,True,True,Ngân hàng TMCP Việt Nam Thịnh Vượng,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VPC,True,False,True,CTCP Đầu tư và Phát triển Năng lượng Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VPD,True,True,True,CTCP Phát triển Điện lực Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VPG,True,True,True,CTCP Đầu tư Thương mại Xuất nhập khẩu Việt Phát,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VPH,True,True,True,CTCP Vạn Phát Hưng,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VPI,True,True,True,CTCP Phát triển Bất động sản Văn Phú,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VPL,True,True,True,CTCP Vinpearl,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VPR,True,True,True,CTCP VinaPrint,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VPS,True,True,True,CTCP Thuốc sát trùng Việt Nam ,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VPW,True,True,True,CTCP Cấp thoát nước Số 1 Vĩnh Phúc,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VPX,True,True,True,CTCP Chứng khoán VPBank,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VQC,True,True,True,CTCP Giám định - Vinacomin,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VRC,True,True,True,CTCP Bất động sản và Đầu tư VRC,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VRE,True,True,True,CTCP Vincom Retail,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VRG,True,True,True,CTCP Phát triển Đô thị và Khu công nghiệp Cao su Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VSA,True,True,True,CTCP Đại lý Hàng hải Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VSC,True,True,True,CTCP Container Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VSE,True,True,True,CTCP Dịch vụ Đường cao tốc Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VSF,True,True,True,Tổng Công ty Lương thực Miền Nam - CTCP,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VSG,True,True,True,CTCP Container Phía Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VSH,True,True,True,CTCP Thủy điện Vĩnh Sơn - Sông Hinh,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VSI,True,True,True,CTCP Đầu tư và Xây dựng Cấp thoát nước,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VSM,True,True,True,CTCP Container Miền Trung,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VSN,True,True,True,CTCP Việt Nam Kỹ nghệ Súc sản,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VST,True,True,True,CTCP Vận tải và Thuê tàu biển Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VTA,True,True,True,CTCP Vitaly,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VTB,True,True,True,CTCP Viettronics Tân Bình,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VTC,True,True,True,CTCP Viễn thông VTC,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VTD,True,True,True,CTCP Vietourist Holdings,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VTE,True,True,True,CTCP VINACAP Kim Long,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VTG,True,True,True,CTCP Du lịch Tỉnh Bà Rịa - Vũng Tàu,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VTH,True,True,True,CTCP Dây cáp Điện Việt Thái,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VTI,True,True,True,CTCP Sản xuất - Xuất nhập khẩu Dệt may,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VTJ,True,True,True,CTCP Thương mại và Đầu tư VI NA TA BA,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VTK,True,True,True,CTCP Tư Vấn Và Dịch Vụ Viettel,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VTM,True,True,True,CTCP Vận tải và Đưa đón thợ mỏ - VINACOMIN,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VTO,True,True,True,CTCP Vận tải Xăng dầu Vitaco,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VTP,True,True,True,Tổng Công ty cổ phần Bưu chính Viettel,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VTQ,True,True,True,CTCP Việt Trung Quảng Bình,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VTR,True,True,True,CTCP Du lịch Vietravel,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VTS,True,True,True,CTCP Gạch ngói Từ Sơn,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VTV,True,True,True,CTCP Năng lượng và Môi trường VICEM,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VTX,True,True,True,CTCP Vận tải Đa Phương Thức Vietranstimex,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VTZ,True,True,True,CTCP Sản xuất và Thương mại Nhựa Việt Thành,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VUA,True,True,True,CTCP Chứng khoán Stanley Brothers,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VVN,True,True,True,Tổng Công ty cổ phần Xây dựng Công nghiệp Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VVS,True,True,True,CTCP Đầu tư phát triển máy Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VW3,True,True,True,CTCP Viwaseen3,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VWS,True,True,True,CTCP Nước và Môi Trường Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VXB,True,True,True,CTCP Vật liệu Xây dựng Bến Tre,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VXP,True,True,True,CTCP Thuốc Thú y Trung ương VETVACO,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
VXT,True,True,True,CTCP Kho vận và Dịch vụ Thương mại,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
WCS,True,True,True,CTCP Bến xe Miền Tây,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
WSB,True,True,True,CTCP Bia Sài Gòn - Miền Tây,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
WSS,True,True,True,CTCP Chứng khoán Phố Wall,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
WTC,True,True,True,CTCP Vận tải Thủy - Vinacomin,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
X20,True,True,True,CTCP X20,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
X26,True,True,True,CTCP 26,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
X77,True,True,True,CTCP Thành An 77,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
XDH,True,True,True,CTCP Đầu tư Xây dựng Dân dụng Hà Nội,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
XHC,True,True,True,CTCP Xuân Hòa Việt Nam,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
XLV,True,True,True,CTCP Xây Lắp và Dịch vụ Sông Đà,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
XMC,True,True,True,CTCP Đầu tư và Xây dựng Xuân Mai,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
XMD,True,True,True,CTCP Xuân Mai - Đạo Tú,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
XMP,True,True,True,CTCP Thủy điện Xuân Minh,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
XPH,True,True,True,CTCP Xà phòng Hà Nội,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
YBC,True,True,True,CTCP Xi măng và Khoáng sản Yên Bái,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
YBM,True,True,True,CTCP YBM,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
YEG,True,True,True,CTCP Tập đoàn Yeah1,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
YTC,True,True,True,CTCP Xuất nhập khẩu Y tế Thành phố Hồ Chí Minh,present_in_current_vnstock_listing,unknown,unverified,2026-08-09
